year,imd_decile,ethnic_group,infant_deaths,infant_mortality_rate,rate_unreliable_flag
2007,10,Asian,6,3.1,True
2007,10,Black,4,8.1,True
2007,10,Mixed_or_multiple,2,,True
2007,10,Any_Other_ethnic_group,1,,True
2007,10,White,107,2.5,False
2007,Total,Asian,436,6.7,False
2007,Total,Black,238,6.8,False
2007,Total,Mixed_or_multiple,126,5.0,False
2007,Total,Any_Other_ethnic_group,60,4.3,False
2007,Total,White,1763,3.9,False
1 Unlinked deaths refer to infant deaths that did not link to either a birth registration or birth notification. ,,Asian,,,False
1 Unlinked deaths refer to infant deaths that did not link to either a birth registration or birth notification. ,,Black,,,False
1 Unlinked deaths refer to infant deaths that did not link to either a birth registration or birth notification. ,,Mixed_or_multiple,,,False
1 Unlinked deaths refer to infant deaths that did not link to either a birth registration or birth notification. ,,Any_Other_ethnic_group,,,False
1 Unlinked deaths refer to infant deaths that did not link to either a birth registration or birth notification. ,,White,,,False
"2 Deaths per 1,000 live births",,Asian,,,False
"2 Deaths per 1,000 live births",,Black,,,False
"2 Deaths per 1,000 live births",,Mixed_or_multiple,,,False
"2 Deaths per 1,000 live births",,Any_Other_ethnic_group,,,False
"2 Deaths per 1,000 live births",,White,,,False
"3 Rates will differ from other rates presented in infant mortality death cohort tables. This is because rates are calculated using birth notifications linked to birth registrations, a true birth cohort, rather than our annual birth registrations files which include late registrations. Live births used to calculate rates can be found in Table 3.",,Asian,,,False
"3 Rates will differ from other rates presented in infant mortality death cohort tables. This is because rates are calculated using birth notifications linked to birth registrations, a true birth cohort, rather than our annual birth registrations files which include late registrations. Live births used to calculate rates can be found in Table 3.",,Black,,,False
"3 Rates will differ from other rates presented in infant mortality death cohort tables. This is because rates are calculated using birth notifications linked to birth registrations, a true birth cohort, rather than our annual birth registrations files which include late registrations. Live births used to calculate rates can be found in Table 3.",,Mixed_or_multiple,,,False
"3 Rates will differ from other rates presented in infant mortality death cohort tables. This is because rates are calculated using birth notifications linked to birth registrations, a true birth cohort, rather than our annual birth registrations files which include late registrations. Live births used to calculate rates can be found in Table 3.",,Any_Other_ethnic_group,,,False
"3 Rates will differ from other rates presented in infant mortality death cohort tables. This is because rates are calculated using birth notifications linked to birth registrations, a true birth cohort, rather than our annual birth registrations files which include late registrations. Live births used to calculate rates can be found in Table 3.",,White,,,False
4 Deprivation deciles have been calculated separately for Lower Super Output Areas (LSOAs) in England and for Lower Super Output Areas (LSOAs) in Wales as their IMDs are not comparable.  More information is available in the Information tab.,,Asian,,,False
4 Deprivation deciles have been calculated separately for Lower Super Output Areas (LSOAs) in England and for Lower Super Output Areas (LSOAs) in Wales as their IMDs are not comparable.  More information is available in the Information tab.,,Black,,,False
4 Deprivation deciles have been calculated separately for Lower Super Output Areas (LSOAs) in England and for Lower Super Output Areas (LSOAs) in Wales as their IMDs are not comparable.  More information is available in the Information tab.,,Mixed_or_multiple,,,False
4 Deprivation deciles have been calculated separately for Lower Super Output Areas (LSOAs) in England and for Lower Super Output Areas (LSOAs) in Wales as their IMDs are not comparable.  More information is available in the Information tab.,,Any_Other_ethnic_group,,,False
4 Deprivation deciles have been calculated separately for Lower Super Output Areas (LSOAs) in England and for Lower Super Output Areas (LSOAs) in Wales as their IMDs are not comparable.  More information is available in the Information tab.,,White,,,False
"5 IMD decile range from 1 to 10, 1 being the most deprived and 10 being the least deprived. More information is available in the Information tab.  ",,Asian,,,False
"5 IMD decile range from 1 to 10, 1 being the most deprived and 10 being the least deprived. More information is available in the Information tab.  ",,Black,,,False
"5 IMD decile range from 1 to 10, 1 being the most deprived and 10 being the least deprived. More information is available in the Information tab.  ",,Mixed_or_multiple,,,False
"5 IMD decile range from 1 to 10, 1 being the most deprived and 10 being the least deprived. More information is available in the Information tab.  ",,Any_Other_ethnic_group,,,False
"5 IMD decile range from 1 to 10, 1 being the most deprived and 10 being the least deprived. More information is available in the Information tab.  ",,White,,,False
"6 For 2007 to 2010, the English indices of deprivation 2010 have been used;",,Asian,,,False
"6 For 2007 to 2010, the English indices of deprivation 2010 have been used;",,Black,,,False
"6 For 2007 to 2010, the English indices of deprivation 2010 have been used;",,Mixed_or_multiple,,,False
"6 For 2007 to 2010, the English indices of deprivation 2010 have been used;",,Any_Other_ethnic_group,,,False
"6 For 2007 to 2010, the English indices of deprivation 2010 have been used;",,White,,,False
"for the years 2011 to 2015, the English indices of deprivation 2015 have been used;",,Asian,,,False
"for the years 2011 to 2015, the English indices of deprivation 2015 have been used;",,Black,,,False
"for the years 2011 to 2015, the English indices of deprivation 2015 have been used;",,Mixed_or_multiple,,,False
"for the years 2011 to 2015, the English indices of deprivation 2015 have been used;",,Any_Other_ethnic_group,,,False
"for the years 2011 to 2015, the English indices of deprivation 2015 have been used;",,White,,,False
whilst the English indices of deprivation 2019 have been used for 2016 to 2019. These are very similar but not directly comparable.,,Asian,,,False
whilst the English indices of deprivation 2019 have been used for 2016 to 2019. These are very similar but not directly comparable.,,Black,,,False
whilst the English indices of deprivation 2019 have been used for 2016 to 2019. These are very similar but not directly comparable.,,Mixed_or_multiple,,,False
whilst the English indices of deprivation 2019 have been used for 2016 to 2019. These are very similar but not directly comparable.,,Any_Other_ethnic_group,,,False
whilst the English indices of deprivation 2019 have been used for 2016 to 2019. These are very similar but not directly comparable.,,White,,,False
7 Figures exclude deaths of non-residents of England and Wales based on boundaries as of February 2021.,,Asian,,,False
7 Figures exclude deaths of non-residents of England and Wales based on boundaries as of February 2021.,,Black,,,False
7 Figures exclude deaths of non-residents of England and Wales based on boundaries as of February 2021.,,Mixed_or_multiple,,,False
7 Figures exclude deaths of non-residents of England and Wales based on boundaries as of February 2021.,,Any_Other_ethnic_group,,,False
7 Figures exclude deaths of non-residents of England and Wales based on boundaries as of February 2021.,,White,,,False
Source: Office for National Statistics (ONS),,Asian,,,False
Source: Office for National Statistics (ONS),,Black,,,False
Source: Office for National Statistics (ONS),,Mixed_or_multiple,,,False
Source: Office for National Statistics (ONS),,Any_Other_ethnic_group,Released: 26 May 2021,,False
Source: Office for National Statistics (ONS),,White,,,False
